review,model,sentiment
"This is the best workout class I've ever taken! The instructor was motivating and the workout was challenging but rewarding.",Gemini-1.5-Flash,positive
"This event was a huge success! Everything ran smoothly, and everyone had a great time.",Gemini-1.5-Flash,positive
"I'm so impressed with this company's customer service! They were helpful, responsive, and resolved my issue quickly.",Gemini-1.5-Flash,positive
"This product is a game-changer! It's innovative, efficient, and makes my life so much easier.",Gemini-1.5-Flash,positive
"The play was fantastic! The acting was superb, the set design was impressive, and the story was captivating.",Gemini-1.5-Flash,positive
"I had a wonderful time at the spa! The treatments were relaxing and rejuvenating.",Gemini-1.5-Flash,positive
"This is the best cake I've ever tasted! It was moist, delicious, and beautifully decorated.",Gemini-1.5-Flash,positive
"The park is beautiful and well-maintained. It's a great place to relax and enjoy nature.",Gemini-1.5-Flash,positive
"This online course was incredibly informative and well-structured. The instructor was knowledgeable and engaging.",Gemini-1.5-Flash,positive
"I'm so happy with my new car! It's stylish, comfortable, and drives like a dream.",Gemini-1.5-Flash,positive
"The theme park was amazing! The rides were thrilling, the shows were entertaining, and the atmosphere was magical.",Gemini-1.5-Flash,positive
"This is the best coffee I've ever had! It's rich, smooth, and perfectly brewed.",Gemini-1.5-Flash,positive
"I loved this podcast! The host was engaging and the topics were interesting.",Gemini-1.5-Flash,positive
"The customer service was outstanding! They went above and beyond to help me.",Gemini-1.5-Flash,positive
"This product exceeded my expectations! It's high-quality, durable, and works perfectly.",Gemini-1.5-Flash,positive
"The concert venue was perfect! Great acoustics, ample space, and a fantastic atmosphere.",Gemini-1.5-Flash,positive
"This book is a page-turner! I couldn't put it down until I finished it.",Gemini-1.5-Flash,positive
"The food at this restaurant was incredible! Everything was fresh, flavorful, and beautifully presented.",Gemini-1.5-Flash,positive
"I'm so glad I attended this workshop! I learned so much and met some great people.",Gemini-1.5-Flash,positive
"This software is intuitive and easy to use. It's helped streamline my workflow significantly.",Gemini-1.5-Flash,positive
"The museum exhibit was fascinating! It was well-organized and presented a compelling narrative.",Gemini-1.5-Flash,positive
"This travel agency made planning my trip so easy! They were professional, efficient, and helped me find the perfect vacation package.",Gemini-1.5-Flash,positive
"I loved this TV show! The characters were relatable, the plot was engaging, and the acting was superb.",Gemini-1.5-Flash,positive
"The sporting event was thrilling! The competition was fierce, and the atmosphere was electric.",Gemini-1.5-Flash,positive
"This online store is fantastic! The website is easy to navigate, the shipping is fast, and the customer service is excellent.",Gemini-1.5-Flash,positive
"I'm so impressed with this artist's work! The paintings are beautiful, expressive, and full of emotion.",Gemini-1.5-Flash,positive
"This is the best burger I've ever had! The meat was juicy, the toppings were fresh, and the bun was perfect.",Gemini-1.5-Flash,positive
"The hotel staff was incredibly friendly and accommodating. They went out of their way to make our stay comfortable.",Gemini-1.5-Flash,positive
"This app is user-friendly and incredibly helpful. It's made my life so much easier.",Gemini-1.5-Flash,positive
"The conference was well-organized and informative. The speakers were engaging, and the networking opportunities were excellent.",Gemini-1.5-Flash,positive
"I'm so happy with this purchase! It's exactly what I was looking for and works perfectly.",Gemini-1.5-Flash,positive
"The concert was amazing! The music was fantastic, the lighting was spectacular, and the energy was incredible.",Gemini-1.5-Flash,positive
"This restaurant is a must-try! The food was delicious, the atmosphere was vibrant, and the service was impeccable.",Gemini-1.5-Flash,positive
"I loved this new pair of shoes! They're comfortable, stylish, and perfect for everyday wear.",Gemini-1.5-Flash,positive
"The zoo was a wonderful experience! The animals were well-cared for, and the exhibits were informative and engaging.",Gemini-1.5-Flash,positive
"This is the best smoothie I've ever had! It was refreshing, delicious, and the perfect pick-me-up.",Gemini-1.5-Flash,positive
"The customer support was exceptional! They resolved my issue quickly and efficiently.",Gemini-1.5-Flash,positive
"This online course was incredibly helpful! I learned a lot and gained valuable new skills.",Gemini-1.5-Flash,positive
"The botanical garden was beautiful! The flowers were stunning, and the landscaping was impeccable.",Gemini-1.5-Flash,positive
"This product is a great value for the price! It's high-quality, durable, and works perfectly.",Gemini-1.5-Flash,positive
"The escape room was so much fun! It was challenging, engaging, and a great way to spend time with friends.",Gemini-1.5-Flash,positive
"I loved this new video game! The graphics were stunning, the gameplay was addictive, and the story was captivating.",Gemini-1.5-Flash,positive
"The bakery is my new favorite spot! The pastries are delicious, the coffee is amazing, and the atmosphere is cozy.",Gemini-1.5-Flash,positive
"This is the best pasta I've ever had! The sauce was flavorful, the pasta was cooked perfectly, and the portion size was generous.",Gemini-1.5-Flash,positive
"The spa treatment was incredibly relaxing! I felt rejuvenated and refreshed afterward.",Gemini-1.5-Flash,positive
"This new phone is amazing! It's fast, powerful, and has so many great features.",Gemini-1.5-Flash,positive
"The art gallery was impressive! The artwork was stunning, and the gallery itself was beautifully designed.",Gemini-1.5-Flash,positive
"This is the best sandwich I've ever had! The bread was fresh, the fillings were delicious, and the combination of flavors was perfect.",Gemini-1.5-Flash,positive
"The camping trip was amazing! The scenery was breathtaking, the weather was perfect, and the company was great.",Gemini-1.5-Flash,positive
"This new laptop is a game-changer! It's fast, powerful, and perfect for all my needs.",Gemini-1.5-Flash,positive
"The hiking trail was beautiful! The views were stunning, and the trail itself was well-maintained.",Gemini-1.5-Flash,positive
"This is the best salad I've ever had! The ingredients were fresh, the dressing was delicious, and the presentation was beautiful.",Gemini-1.5-Flash,positive
"The customer service was top-notch! They were friendly, helpful, and resolved my issue quickly and efficiently.",Gemini-1.5-Flash,positive
"This new tablet is fantastic! It's lightweight, portable, and perfect for on-the-go entertainment.",Gemini-1.5-Flash,positive
"The water park was so much fun! The slides were thrilling, the pools were refreshing, and the atmosphere was lively.",Gemini-1.5-Flash,positive
"This is the best ice cream I've ever had! It was creamy, delicious, and the perfect treat on a hot day.",Gemini-1.5-Flash,positive
"The historical site was fascinating! I learned so much about the history of the area.",Gemini-1.5-Flash,positive
"This new watch is stylish and functional. It's the perfect accessory for any occasion.",Gemini-1.5-Flash,positive
"The cooking class was fantastic! I learned so many new recipes and techniques.",Gemini-1.5-Flash,positive
"This product is a complete waste of money.  It broke after only a week and the customer service was terrible.",Gemini-1.5-Flash,negative
"The movie was so boring, I almost fell asleep.  The plot was predictable and the acting was awful.",Gemini-1.5-Flash,negative
"What a disaster of an event!  The organization was chaotic and the venue was cramped and uncomfortable.",Gemini-1.5-Flash,negative
"That venue was a dump.  The acoustics were terrible and the staff were rude.",Gemini-1.5-Flash,negative
"This ad is annoying. It's repetitive and the product looks cheap.",Gemini-1.5-Flash,negative
"This toy is cheaply made and broke immediately. My child was very upset.",Gemini-1.5-Flash,negative
"The restaurant was a complete rip-off. The food was cold and the service was slow.",Gemini-1.5-Flash,negative
"The spa was overpriced and underwhelming. I felt like I wasted my money.",Gemini-1.5-Flash,negative
"This store is a mess.  The aisles are cluttered and the staff are unhelpful.",Gemini-1.5-Flash,negative
"I had a really bad experience. The service was awful and the product was defective.",Gemini-1.5-Flash,negative
"This product is garbage. Don't waste your money.",Gemini-1.5-Flash,negative
"The movie was a snoozefest. I regret spending my time on it.",Gemini-1.5-Flash,negative
"The event was poorly managed and disorganized. I wouldn't recommend it.",Gemini-1.5-Flash,negative
"The venue was dirty and uncomfortable. I wouldn't go back.",Gemini-1.5-Flash,negative
"This ad is deceptive and misleading. I feel cheated.",Gemini-1.5-Flash,negative
"This toy is dangerous for children. It's poorly designed and could cause injury.",Gemini-1.5-Flash,negative
"The restaurant was disgusting. The food was terrible and the place was dirty.",Gemini-1.5-Flash,negative
"The spa was disappointing. The treatments were ineffective and the atmosphere was unpleasant.",Gemini-1.5-Flash,negative
"This store is overpriced and the selection is limited. I'll shop elsewhere.",Gemini-1.5-Flash,negative
"I had a terrible experience. Everything went wrong.",Gemini-1.5-Flash,negative
"The product was faulty and didn't work as advertised.  I'm very disappointed.",Gemini-1.5-Flash,negative
"The movie was confusing and poorly written.  I couldn't follow the plot.",Gemini-1.5-Flash,negative
"The event was overcrowded and poorly organized.  It was a complete mess.",Gemini-1.5-Flash,negative
"The venue was cramped and uncomfortable.  There wasn't enough seating.",Gemini-1.5-Flash,negative
"The ad was intrusive and annoying.  I'm considering blocking the advertiser.",Gemini-1.5-Flash,negative
"The toy is cheaply made and fell apart quickly.  Not worth the money.",Gemini-1.5-Flash,negative
"The restaurant was noisy and the food was bland.  I won't be returning.",Gemini-1.5-Flash,negative
"The spa was unclean and the staff were unprofessional.  I felt uncomfortable.",Gemini-1.5-Flash,negative
"The store was disorganized and difficult to navigate.  I couldn't find what I needed.",Gemini-1.5-Flash,negative
"I had a frustrating experience.  The customer service was unhelpful and rude.",Gemini-1.5-Flash,negative
"This product is inferior to others on the market.  I regret buying it.",Gemini-1.5-Flash,negative
"The movie lacked substance and originality.  It was a complete waste of time.",Gemini-1.5-Flash,negative
"The event was poorly promoted and lacked any real excitement.  I was bored.",Gemini-1.5-Flash,negative
"The venue was outdated and in need of repair.  It was unpleasant to be there.",Gemini-1.5-Flash,negative
"This ad is offensive and inappropriate.  I'm offended by its content.",Gemini-1.5-Flash,negative
"This toy is a choking hazard for small children.  It's extremely dangerous.",Gemini-1.5-Flash,negative
"The restaurant was overpriced for the quality of food.  I felt ripped off.",Gemini-1.5-Flash,negative
"The spa was underwhelming and the staff were disinterested.  I wouldn't recommend it.",Gemini-1.5-Flash,negative
"This store had a poor selection and the staff were unhelpful.  I left empty-handed.",Gemini-1.5-Flash,negative
"I had a truly awful experience.  I'm extremely dissatisfied.",Gemini-1.5-Flash,negative
"The product arrived damaged and the company refused to replace it.  I'm furious.",Gemini-1.5-Flash,negative
"The movie was predictable and lacked any suspense.  It was boring from start to finish.",Gemini-1.5-Flash,negative
"The event was poorly advertised and very few people attended.  It was a flop.",Gemini-1.5-Flash,negative
"The venue was inaccessible and difficult to reach.  It was inconvenient.",Gemini-1.5-Flash,negative
"This ad is constantly interrupting my other apps.  It's incredibly annoying.",Gemini-1.5-Flash,negative
"This toy is a fire hazard.  It's poorly designed and could easily catch fire.",Gemini-1.5-Flash,negative
"The restaurant was understaffed and the service was incredibly slow.  I was starving.",Gemini-1.5-Flash,negative
"The spa was dirty and unsanitary.  I wouldn't trust them to provide a safe service.",Gemini-1.5-Flash,negative
"This store is always out of stock of the items I need.  It's frustrating.",Gemini-1.5-Flash,negative
"I had a disappointing experience.  The product didn't meet my expectations.",Gemini-1.5-Flash,negative
"The product is cheaply made and falls apart easily. Very disappointing.",Gemini-1.5-Flash,negative
"The movie was violent and disturbing.  I couldn't finish watching it.",Gemini-1.5-Flash,negative
"The event was disorganized and chaotic.  I felt unsafe.",Gemini-1.5-Flash,negative
"The venue was poorly lit and felt unsafe. I wouldn't go back alone.",Gemini-1.5-Flash,negative
"This ad is misleading and makes false promises. I feel deceived.",Gemini-1.5-Flash,negative
"This toy is too complicated for young children.  It's frustrating to use.",Gemini-1.5-Flash,negative
"The restaurant was extremely noisy and I couldn't hear my companions.  It was unbearable.",Gemini-1.5-Flash,negative
"The spa was uncomfortable and the treatments were painful.  I was injured.",Gemini-1.5-Flash,negative
"This store's return policy is unreasonable and unfair.  I'm upset.",Gemini-1.5-Flash,negative
"I had a terrible customer service experience.  I'm extremely dissatisfied.",Gemini-1.5-Flash,negative
"The product is not as described.  It's completely different from the pictures.",Gemini-1.5-Flash,negative
"The movie was slow-paced and boring.  I fell asleep halfway through.",Gemini-1.5-Flash,negative
"The event was poorly planned and lacked any clear direction.  It was confusing.",Gemini-1.5-Flash,negative
"The venue was inaccessible to people with disabilities.  It was discriminatory.",Gemini-1.5-Flash,negative
"This ad is repetitive and annoying.  I'm sick of seeing it.",Gemini-1.5-Flash,negative
"This toy is made of cheap, toxic materials.  It's dangerous for children.",Gemini-1.5-Flash,negative
"The restaurant's food was stale and tasted awful. I'm disgusted.",Gemini-1.5-Flash,negative
"The spa's equipment was old and broken.  It was unsafe and uncomfortable.",Gemini-1.5-Flash,negative
"This store's staff were rude and unhelpful.  I will never shop there again.",Gemini-1.5-Flash,negative
"I'm extremely disappointed with the service I received.  It was unacceptable.",Gemini-1.5-Flash,negative
"The product broke immediately and the warranty is useless.  I'm furious.",Gemini-1.5-Flash,negative
"The movie was predictable and had a disappointing ending.  I'm let down.",Gemini-1.5-Flash,negative
"The event was poorly advertised and a complete waste of my time.  I'm angry.",Gemini-1.5-Flash,negative
"The venue was dirty and smelled awful.  It was unbearable.",Gemini-1.5-Flash,negative
"This ad is intrusive and pops up constantly.  It's driving me crazy.",Gemini-1.5-Flash,negative
"This toy is a choking hazard and is poorly made. I'm concerned.",Gemini-1.5-Flash,negative
"The restaurant was overpriced and the portions were tiny.  I'm disappointed.",Gemini-1.5-Flash,negative
"The spa was unhygienic and I'm worried about catching something.  I'm scared.",Gemini-1.5-Flash,negative
"This store is disorganized and difficult to find anything.  I'm frustrated.",Gemini-1.5-Flash,negative
"I had a truly awful experience and I would not recommend this to anyone.",Gemini-1.5-Flash,negative
"The product malfunctioned and caused damage to my property.  I'm livid.",Gemini-1.5-Flash,negative
"The movie was poorly acted and the script was terrible.  I'm disgusted.",Gemini-1.5-Flash,negative
"The event was poorly organized and a complete waste of money.  I'm outraged.",Gemini-1.5-Flash,negative
"The venue was unsafe and I felt threatened.  I'm terrified.",Gemini-1.5-Flash,negative
"This ad is offensive and sexist.  I'm appalled.",Gemini-1.5-Flash,negative
"This toy is cheaply made and breaks easily.  I'm disappointed.",Gemini-1.5-Flash,negative
"The restaurant was dirty and the staff were unprofessional.  I'm disgusted.",Gemini-1.5-Flash,negative
"The spa was overpriced and the service was terrible.  I'm angry.",Gemini-1.5-Flash,negative
"This store's prices are outrageous.  I'm shocked.",Gemini-1.5-Flash,negative
"I had a horrible experience and will never use this service again.",Gemini-1.5-Flash,negative
"The product is defective and doesn't work at all.  I'm furious.",Gemini-1.5-Flash,negative
"The movie was confusing and the plot was nonsensical.  I'm baffled.",Gemini-1.5-Flash,negative
"The event was a complete disaster and poorly managed.  I'm upset.",Gemini-1.5-Flash,negative
"The venue was uncomfortable and lacked basic amenities.  I'm disappointed.",Gemini-1.5-Flash,negative
"This ad is misleading and I feel cheated. I'm angry.",Gemini-1.5-Flash,negative
"This toy is dangerous and could cause serious injury.  I'm concerned.",Gemini-1.5-Flash,negative
"The restaurant was a rip-off and the food was inedible.  I'm furious.",Gemini-1.5-Flash,negative
"The spa was dirty and unhygienic.  I'm disgusted.",Gemini-1.5-Flash,negative
"This store is overpriced and the customer service is terrible.  I'm angry.",Gemini-1.5-Flash,negative
"I had a truly awful experience and will never return. I'm furious.",Gemini-1.5-Flash,negative
"This product is absolute garbage! It stopped working after a week, and the company won't respond to my emails.",Gemini-1.5-Flash,negative
"That movie was a waste of my time and money.  The plot was nonsensical, and the acting was atrocious.",Gemini-1.5-Flash,negative
"The event was a complete shambles!  Poor organization, long lines, and overpriced drinks.  I'm furious.",Gemini-1.5-Flash,negative
"Seriously, what a dump of a venue.  The sound system was terrible, and the seats were uncomfortable.",Gemini-1.5-Flash,negative
"I'm so annoyed by that ad! It keeps popping up, and it's so distracting.",Gemini-1.5-Flash,negative
"This toy is cheaply made junk! It broke the first time my kid touched it.  I'm so irritated.",Gemini-1.5-Flash,negative
"What a rip-off!  The restaurant was overpriced, the food was bland, and the service was slow.",Gemini-1.5-Flash,negative
"I'm so angry! The spa was dirty, the staff were rude, and the treatment was ineffective.",Gemini-1.5-Flash,negative
"This store is a mess!  The aisles are cluttered, the staff are unhelpful, and I couldn't find anything.",Gemini-1.5-Flash,negative
"I'm beyond frustrated. The service was awful, the product was defective, and the return policy is ridiculous.",Gemini-1.5-Flash,negative
"This product is a complete joke! Don't waste your hard-earned cash on this.",Gemini-1.5-Flash,negative
"I'm so annoyed! That movie was boring, predictable, and a total waste of my evening.",Gemini-1.5-Flash,negative
"The event was terribly organized.  I'm so angry about the wasted time and money.",Gemini-1.5-Flash,negative
"The venue was disgusting!  Dirty, smelly, and poorly maintained.  I'm furious.",Gemini-1.5-Flash,negative
"This ad is so intrusive and annoying! I'm about to uninstall the app.",Gemini-1.5-Flash,negative
"This toy is a choking hazard!  It's poorly designed and dangerous for children.  I'm livid!",Gemini-1.5-Flash,negative
"The restaurant was a disaster! The food was cold, the service was terrible, and the bill was wrong.",Gemini-1.5-Flash,negative
"I'm so irritated! The spa was overpriced, the atmosphere was tense, and I didn't relax at all.",Gemini-1.5-Flash,negative
"This store is a nightmare!  Overpriced, cluttered, and the staff couldn't care less.",Gemini-1.5-Flash,negative
"I'm absolutely fuming!  The whole experience was a disaster from start to finish.",Gemini-1.5-Flash,negative
"This product is faulty and doesn't work as advertised.  I demand a refund!",Gemini-1.5-Flash,negative
"That movie was so confusing! The plot was all over the place, and I couldn't follow it.",Gemini-1.5-Flash,negative
"The event was a complete mess!  Overcrowded, disorganized, and poorly managed.",Gemini-1.5-Flash,negative
"The venue was cramped and uncomfortable.  I couldn't even enjoy the show.",Gemini-1.5-Flash,negative
"I'm so annoyed by this ad! It's repetitive and misleading.",Gemini-1.5-Flash,negative
"This toy is cheaply made and fell apart immediately. What a waste of money!",Gemini-1.5-Flash,negative
"The restaurant was noisy and the food was terrible.  I'm so disappointed.",Gemini-1.5-Flash,negative
"I'm so angry! The spa was unclean and the staff were unprofessional.",Gemini-1.5-Flash,negative
"This store is disorganized and difficult to navigate.  I couldn't find what I was looking for.",Gemini-1.5-Flash,negative
"I'm beyond frustrated with the customer service.  They were unhelpful and rude.",Gemini-1.5-Flash,negative
"This product is inferior to cheaper alternatives.  I'm so disappointed.",Gemini-1.5-Flash,negative
"That movie was a snoozefest!  I regret spending my money and time on it.",Gemini-1.5-Flash,negative
"The event was poorly planned and lacked any excitement.  I'm so bored.",Gemini-1.5-Flash,negative
"The venue was outdated and in desperate need of repair.  It was awful.",Gemini-1.5-Flash,negative
"This ad is offensive and inappropriate.  I'm disgusted.",Gemini-1.5-Flash,negative
"This toy is a fire hazard!  It's poorly designed and could easily catch fire.",Gemini-1.5-Flash,negative
"The restaurant was overpriced for the tiny portions.  I'm furious!",Gemini-1.5-Flash,negative
"I'm so irritated! The spa was underwhelming and the staff were disinterested.",Gemini-1.5-Flash,negative
"This store had a poor selection and the staff were unhelpful.  I left empty-handed.",Gemini-1.5-Flash,negative
"I'm absolutely livid!  The entire experience was terrible.",Gemini-1.5-Flash,negative
"The product arrived damaged, and the company won't replace it.  I'm furious!",Gemini-1.5-Flash,negative
"That movie was predictable and lacked any suspense.  It was boring.",Gemini-1.5-Flash,negative
"The event was poorly promoted and hardly anyone attended.  What a waste!",Gemini-1.5-Flash,negative
"The venue was inaccessible and difficult to reach.  It was a nightmare!",Gemini-1.5-Flash,negative
"This ad is constantly interrupting my other apps.  It's driving me crazy!",Gemini-1.5-Flash,negative
"This toy is a choking hazard for small children.  It's dangerous!",Gemini-1.5-Flash,negative
"The restaurant was understaffed, and the service was incredibly slow.  I'm starving!",Gemini-1.5-Flash,negative
"I'm so angry! The spa was dirty and unsanitary.  I'm worried about getting sick.",Gemini-1.5-Flash,negative
"This store is always out of stock of the items I need.  It's so frustrating!",Gemini-1.5-Flash,negative
"I'm so disappointed! The product didn't meet my expectations.",Gemini-1.5-Flash,negative
"This product is cheaply made and falls apart easily.  I'm annoyed.",Gemini-1.5-Flash,negative
"That movie was violent and disturbing.  I couldn't finish watching it.",Gemini-1.5-Flash,negative
"The event was disorganized and chaotic.  I felt unsafe.",Gemini-1.5-Flash,negative
"The venue was poorly lit and felt unsafe.  I'm terrified!",Gemini-1.5-Flash,negative
"This ad is misleading and makes false promises.  I feel cheated!",Gemini-1.5-Flash,negative
"This toy is too complicated for young children.  It's frustrating.",Gemini-1.5-Flash,negative
"The restaurant was extremely noisy and I couldn't hear my companions.",Gemini-1.5-Flash,negative
"I'm so angry! The spa was uncomfortable and the treatments were painful.",Gemini-1.5-Flash,negative
"This store's return policy is unreasonable and unfair.  I'm upset.",Gemini-1.5-Flash,negative
"I'm extremely dissatisfied with the customer service I received.",Gemini-1.5-Flash,negative
"The product is not as described.  It's completely different from the pictures.",Gemini-1.5-Flash,negative
"That movie was slow-paced and boring.  I fell asleep halfway through.",Gemini-1.5-Flash,negative
"The event was poorly planned and lacked any clear direction.  It was confusing.",Gemini-1.5-Flash,negative
"The venue was inaccessible to people with disabilities.  It's unacceptable!",Gemini-1.5-Flash,negative
"This ad is repetitive and annoying.  I'm sick of seeing it!",Gemini-1.5-Flash,negative
"This toy is made of cheap, toxic materials.  It's dangerous!",Gemini-1.5-Flash,negative
"The restaurant's food was stale and tasted awful.  I'm disgusted!",Gemini-1.5-Flash,negative
"I'm so angry! The spa's equipment was old and broken.  It was unsafe!",Gemini-1.5-Flash,negative
"This store's staff were rude and unhelpful.  I will never shop there again!",Gemini-1.5-Flash,negative
"I'm extremely disappointed with the service I received.  It was unacceptable!",Gemini-1.5-Flash,negative
"The product broke immediately and the warranty is useless.  I'm furious!",Gemini-1.5-Flash,negative
"That movie was predictable and had a disappointing ending.  I'm let down.",Gemini-1.5-Flash,negative
"The event was poorly advertised and a complete waste of my time.  I'm angry!",Gemini-1.5-Flash,negative
"The venue was dirty and smelled awful.  It was unbearable.",Gemini-1.5-Flash,negative
"This ad is intrusive and pops up constantly.  It's driving me crazy!",Gemini-1.5-Flash,negative
"This toy is a choking hazard and is poorly made.  I'm concerned.",Gemini-1.5-Flash,negative
"The restaurant was overpriced and the portions were tiny.  I'm disappointed.",Gemini-1.5-Flash,negative
"I'm so angry! The spa was unhygienic and I'm worried about catching something.",Gemini-1.5-Flash,negative
"This store is disorganized and difficult to find anything.  I'm frustrated!",Gemini-1.5-Flash,negative
"I had a truly awful experience and I would not recommend this to anyone.",Gemini-1.5-Flash,negative
"The product malfunctioned and caused damage to my property.  I'm livid!",Gemini-1.5-Flash,negative
"That movie was poorly acted and the script was terrible.  I'm disgusted!",Gemini-1.5-Flash,negative
"The event was poorly organized and a complete waste of money.  I'm outraged!",Gemini-1.5-Flash,negative
"The venue was unsafe and I felt threatened.  I'm terrified!",Gemini-1.5-Flash,negative
"This ad is offensive and sexist.  I'm appalled.",Gemini-1.5-Flash,negative
"This toy is cheaply made and breaks easily.  I'm disappointed.",Gemini-1.5-Flash,negative
"The restaurant was dirty and the staff were unprofessional.  I'm disgusted!",Gemini-1.5-Flash,negative
"The spa was overpriced and the service was terrible.  I'm angry!",Gemini-1.5-Flash,negative
"This store's prices are outrageous.  I'm shocked!",Gemini-1.5-Flash,negative
"I had a horrible experience and will never use this service again.",Gemini-1.5-Flash,negative
"The product is defective and doesn't work at all.  I'm furious!",Gemini-1.5-Flash,negative
"That movie was confusing and the plot was nonsensical.  I'm baffled.",Gemini-1.5-Flash,negative
"The event was a complete disaster and poorly managed.  I'm upset.",Gemini-1.5-Flash,negative
"The venue was uncomfortable and lacked basic amenities.  I'm disappointed.",Gemini-1.5-Flash,negative
"This ad is misleading and I feel cheated. I'm angry.",Gemini-1.5-Flash,negative
"This toy is dangerous and could cause serious injury.  I'm concerned.",Gemini-1.5-Flash,negative
"The restaurant was a rip-off and the food was inedible.  I'm furious!",Gemini-1.5-Flash,negative
"The spa was dirty and unhygienic.  I'm disgusted.",Gemini-1.5-Flash,negative
"This store is overpriced and the customer service is terrible.  I'm angry!",Gemini-1.5-Flash,negative
"This 'Gourmet Grill' restaurant was a joke!  The steak was tougher than old boots, and the service was even worse. I'm never going back.",Gemini-1.5-Flash,negative
"Absolute waste of money on that 'AquaBliss' spa day.  The massage was rushed, the facilities were dirty, and I left feeling more stressed than when I arrived.",Gemini-1.5-Flash,negative
"The 'WonderWorld' toy my kid got was broken within an hour.  Seriously, what a piece of junk!  I demand a refund.",Gemini-1.5-Flash,negative
"That 'ElectroBlast' ad was so annoying, it made me want to throw my phone across the room.  Seriously, stop the incessant pop-ups!",Gemini-1.5-Flash,negative
"I'm furious with 'SpeedyShipping' – my order was late, damaged, and they won't respond to my emails.  Avoid at all costs!",Gemini-1.5-Flash,negative
"The 'Starlight Cinema' movie was a complete bore.  I fell asleep halfway through, and the sound system was terrible.",Gemini-1.5-Flash,negative
"The 'TrendyThreads' store had the worst customer service I've ever experienced.  The staff were rude and unhelpful.  Never again.",Gemini-1.5-Flash,negative
"What a rip-off!  The 'GalaxyCon' event was overcrowded, overpriced, and poorly organized.  I'm so disappointed.",Gemini-1.5-Flash,negative
"I'm beyond angry.  'MegaCorp' product is faulty and their customer support is nonexistent.  I want my money back!",Gemini-1.5-Flash,negative
"The 'Majestic Venue' was a disaster.  The acoustics were awful, the seating was uncomfortable, and the air conditioning didn't work.",Gemini-1.5-Flash,negative
"The 'Sunshine Beach' ad was misleading.  The pictures looked amazing, but the reality was a crowded, dirty beach.  False advertising!",Gemini-1.5-Flash,negative
"Don't waste your time with 'HappyHour' restaurant.  The food was bland, the drinks were watered down, and the atmosphere was depressing.",Gemini-1.5-Flash,negative
"That 'Zenith' brand is a complete scam.  Their products are overpriced and break easily.  I'll never buy them again.",Gemini-1.5-Flash,negative
"The 'AdventurePark' event was a total mess.  Long queues, poorly trained staff, and overpriced tickets.  Avoid it!",Gemini-1.5-Flash,negative
"I'm so angry!  'TechSolutions' store sold me a defective laptop, and they refuse to replace it.  I'm taking legal action.",Gemini-1.5-Flash,negative
"The 'CozyCottage' venue was dirty and run-down.  The pictures online were completely misleading.  I'm disgusted.",Gemini-1.5-Flash,negative
"This 'PowerUp' toy is a complete waste of money.  It broke after just one use.  I'm furious!",Gemini-1.5-Flash,negative
"The 'MidnightSun' movie was terrible.  The plot was nonsensical, the acting was awful, and the special effects were cheesy.",Gemini-1.5-Flash,negative
"I'm beyond annoyed with 'QuickClean' spa.  They didn't even bother to clean the shower properly.  What a joke!",Gemini-1.5-Flash,negative
"The 'Bookworm' store had terrible organization.  I couldn't find anything, and the staff were clueless.  I left empty-handed.",Gemini-1.5-Flash,negative
"The 'GreenThumb' brand fertilizer is useless.  My plants are dying, and I wasted my money.  I'm so frustrated!",Gemini-1.5-Flash,negative
"The 'CityLights' ad was intrusive and repetitive.  I'm sick of seeing it everywhere.  It's driving me crazy!",Gemini-1.5-Flash,negative
"The 'FamilyFun' event was a complete disaster.  It was overcrowded, chaotic, and the kids were bored.  What a waste of time!",Gemini-1.5-Flash,negative
"I'm absolutely livid with 'ReliableRentals' – the car was filthy, and they overcharged me.  I'll never use them again.",Gemini-1.5-Flash,negative
"The 'CozyCafe' restaurant was a disappointment.  The coffee was weak, the pastries were stale, and the service was slow.",Gemini-1.5-Flash,negative
"This 'GlamGlow' brand makeup is rubbish.  It's overpriced and doesn't even last all day.  I'm so disappointed.",Gemini-1.5-Flash,negative
"The 'SummerFest' event was a complete shambles.  The organization was terrible, and the whole thing felt rushed.",Gemini-1.5-Flash,negative
"The 'GrandHall' venue was underwhelming.  It lacked atmosphere, and the sound system was terrible.  I regret booking it.",Gemini-1.5-Flash,negative
"The 'PixelPerfect' ad was so annoying, I almost deleted the app.  It kept popping up every few seconds!",Gemini-1.5-Flash,negative
"The 'Little Wonders' toy was cheaply made and broke immediately.  My child is heartbroken, and I'm furious.",Gemini-1.5-Flash,negative
"The 'SilverScreen' movie was boring and predictable.  I wasted my money and my evening.  I'm so annoyed!",Gemini-1.5-Flash,negative
"The 'SerenitySpa' spa was a complete rip-off.  The treatments were overpriced and ineffective.  I feel cheated.",Gemini-1.5-Flash,negative
"The 'FashionForward' store had unhelpful staff and a confusing layout.  I couldn't find what I was looking for and left frustrated.",Gemini-1.5-Flash,negative
"The 'EcoLiving' brand products are overpriced and don't live up to their eco-friendly claims.  I'm disappointed.",Gemini-1.5-Flash,negative
"The 'MusicMania' event was poorly advertised and the sound quality was terrible.  I'm so angry!",Gemini-1.5-Flash,negative
"The 'CrystalPalace' venue was dirty and poorly maintained.  The whole experience was unpleasant.  I'm disgusted.",Gemini-1.5-Flash,negative
"This 'RoboBuddy' toy is a piece of junk.  It stopped working after a few hours.  I'm demanding a refund!",Gemini-1.5-Flash,negative
